Index Name,Date (AD),Index Value,Absolute Change,Percentage Change
Hydropower,2021/01/05,"1,674.35",50.59,3.1153%
Hydropower,2021/01/04,"1,623.77",2.14,0.1321%
Hydropower,2021/01/03,"1,621.62",38.93,2.4596%
Hydropower,2020/12/31,"1,582.70",4.80,0.3044%
Hydropower,2020/12/30,"1,577.89",14.30,0.9149%
Hydropower,2020/12/29,"1,563.59",-18.72,-1.1831%
Hydropower,2020/12/28,"1,581.78",2.74,0.1738%
Hydropower,2020/12/27,"1,579.03",-30.69,-1.9063%
Hydropower,2020/12/24,"1,609.72",-17.18,-1.056%
Hydropower,2020/12/23,"1,626.90",-22.07,-1.3386%
Hydropower,2020/12/22,"1,648.97",80.68,5.1445%
Hydropower,2020/12/21,"1,568.29",25.14,1.6292%
Hydropower,2020/12/20,"1,543.15",-110.41,-6.6772%
Hydropower,2020/12/17,"1,653.56",-27.36,-1.6277%
Hydropower,2020/12/16,"1,680.92",-24.36,-1.4287%
Hydropower,2020/12/15,"1,705.29",-18.58,-1.078%
Hydropower,2020/12/14,"1,723.87",-21.15,-1.2123%
Hydropower,2020/12/13,"1,745.02",-28.95,-1.6317%
Hydropower,2020/12/10,"1,773.97",-76.45,-4.1313%
Hydropower,2020/12/09,"1,850.41",22.89,1.2524%
Hydropower,2020/12/08,"1,827.53",83.89,4.8113%
Hydropower,2020/12/07,"1,743.63",98.47,5.9853%
Hydropower,2020/12/06,"1,645.17",-86.51,-4.9957%
Hydropower,2020/12/03,"1,731.68",10.36,0.6021%
Hydropower,2020/12/02,"1,721.31",88.99,5.4516%
Hydropower,2020/12/01,"1,632.32",38.63,2.4238%
Hydropower,2020/11/30,"1,593.70",89.23,5.9308%
Hydropower,2020/11/29,"1,504.47",26.66,1.8039%
Hydropower,2020/11/26,"1,477.81",6.82,0.4636%
Hydropower,2020/11/25,"1,470.99",24.78,1.7132%
Hydropower,2020/11/24,"1,446.22",21.32,1.496%
Hydropower,2020/11/23,"1,424.90",-1.75,-0.1224%
Hydropower,2020/11/22,"1,426.65",-21.43,-1.48%
Hydropower,2020/11/19,"1,448.08",21.63,1.5164%
Hydropower,2020/11/18,"1,426.45",-18.61,-1.2881%
Hydropower,2020/11/12,"1,445.06",-6.45,-0.444%
Hydropower,2020/11/11,"1,451.51",4.39,0.3035%
Hydropower,2020/11/10,"1,447.11",-0.68,-0.0467%
Hydropower,2020/11/09,"1,447.79",-15.23,-1.0412%
Hydropower,2020/11/08,"1,463.02",30.59,2.1357%
Hydropower,2020/11/05,"1,432.43",13.93,0.9819%
Hydropower,2020/11/04,"1,418.50",1.58,0.1115%
Hydropower,2020/11/03,"1,416.92",7.14,0.5066%
Hydropower,2020/11/02,"1,409.78",0.54,0.0382%
Hydropower,2020/11/01,"1,409.24",19.31,1.3891%
Hydropower,2020/10/29,"1,389.93",6.75,0.488%
Hydropower,2020/10/28,"1,383.18",3.86,0.28%
Hydropower,2020/10/22,"1,379.32",-6.43,-0.4642%
Hydropower,2020/10/21,"1,385.75",-14.09,-1.0063%
Hydropower,2020/10/20,"1,397.60",27.72,2.0237%
Hydropower,2020/10/19,"1,369.88",43.86,3.3078%
Hydropower,2020/10/18,"1,326.02",-5.06,-0.3804%
Hydropower,2020/10/15,"1,331.08",7.10,0.5364%
Hydropower,2020/10/14,"1,323.98",-16.00,-1.1941%
Hydropower,2020/10/13,"1,339.98",-27.84,-2.0357%
Hydropower,2020/10/12,"1,367.82",-7.12,-0.5176%
Hydropower,2020/10/11,"1,374.94",-27.75,-1.9785%
Hydropower,2020/10/08,"1,402.69",-44.57,-3.0795%
Hydropower,2020/10/07,"1,447.26",75.93,5.5367%
Hydropower,2020/10/06,"1,371.33",66.83,5.1227%
Hydropower,2020/10/05,"1,304.51",27.39,2.1445%
Hydropower,2020/10/04,"1,277.12",-15.26,-1.1808%
Hydropower,2020/10/01,"1,292.38",-24.76,-1.8796%
Hydropower,2020/09/30,"1,317.14",8.70,0.6651%
Hydropower,2020/09/29,"1,308.43",28.05,2.1905%
Hydropower,2020/09/28,"1,280.39",-2.91,-0.2269%
Hydropower,2020/09/27,"1,283.30",-13.10,-1.0103%
Hydropower,2020/09/24,"1,296.40",55.71,4.4901%
Hydropower,2020/09/23,"1,240.69",33.79,2.8001%
Hydropower,2020/09/22,"1,206.89",-24.91,-2.0224%
Hydropower,2020/09/21,"1,231.81",-5.88,-0.4747%
Hydropower,2020/09/20,"1,237.68",-52.37,-4.0598%
Hydropower,2020/09/17,"1,290.05",88.38,7.355%
Hydropower,2020/09/16,"1,201.67",54.09,4.7138%
Hydropower,2020/09/15,"1,147.58",-8.16,-0.7056%
Hydropower,2020/09/14,"1,155.73",12.20,1.0668%
Hydropower,2020/09/13,"1,143.53",40.15,3.639%
Hydropower,2020/09/10,"1,103.38",2.31,0.2099%
Hydropower,2020/09/09,"1,101.07",7.02,0.642%
Hydropower,2020/09/08,"1,094.05",21.10,1.9662%
Hydropower,2020/09/07,"1,072.95",-3.53,-0.328%
Hydropower,2020/09/06,"1,076.48",-5.74,-0.5305%
Hydropower,2020/09/03,"1,082.22",-24.98,-2.2561%
Hydropower,2020/09/02,"1,107.20",94.22,9.3012%
Hydropower,2020/08/31,"1,012.98",33.61,3.4317%
Hydropower,2020/08/30,979.37,9.39,0.97%
Hydropower,2020/08/27,969.99,-7.17,-0.7341%
Hydropower,2020/08/26,977.16,11.25,1.1648%
Hydropower,2020/08/25,965.91,9.05,0.9456%
Hydropower,2020/08/24,956.86,7.22,0.7604%
Hydropower,2020/08/23,949.64,-1.38,-0.1452%
Hydropower,2020/08/20,951.02,7.42,0.7861%
Hydropower,2020/08/19,943.60,-6.21,-0.6542%
Hydropower,2020/08/18,949.82,1.66,0.1749%
Hydropower,2020/08/17,948.16,-1.47,-0.1546%
Hydropower,2020/08/16,949.63,-5.79,-0.606%
Hydropower,2020/08/13,955.42,-10.32,-1.069%
Hydropower,2020/08/12,965.74,-3.34,-0.3448%
Hydropower,2020/08/11,969.08,-1.04,-0.1068%
Hydropower,2020/08/10,970.12,23.23,2.4535%
Hydropower,2020/08/09,946.89,3.05,0.323%
Hydropower,2020/08/06,943.84,-4.13,-0.4358%
Hydropower,2020/08/03,950.95,-3.55,-0.3724%
Hydropower,2020/08/02,954.50,-14.41,-1.4869%
Hydropower,2020/07/30,968.91,7.42,0.7712%
Hydropower,2020/07/29,961.49,-2.24,-0.2325%
Hydropower,2020/07/28,963.73,-3.63,-0.3754%
Hydropower,2020/07/27,967.37,-2.59,-0.267%
Hydropower,2020/07/26,969.96,-2.20,-0.2264%
Hydropower,2020/07/23,972.16,6.62,0.6854%
Hydropower,2020/07/22,965.54,-13.03,-1.3312%
Hydropower,2020/07/21,978.56,-21.45,-2.1448%
Hydropower,2020/07/20,"1,000.01",-12.45,-1.2298%
Hydropower,2020/07/19,"1,012.46",36.36,3.7254%
Hydropower,2020/07/16,976.10,9.92,1.0272%
Hydropower,2020/07/15,966.18,4.88,0.5071%
Hydropower,2020/07/14,961.30,2.95,0.3082%
Hydropower,2020/07/13,958.35,1.67,0.1743%
Hydropower,2020/07/12,956.68,-0.38,-0.0401%
Hydropower,2020/07/09,957.06,4.82,0.5063%
Hydropower,2020/07/08,952.24,-8.68,-0.9036%
Hydropower,2020/07/07,960.93,26.49,2.8348%
Hydropower,2020/07/06,934.44,12.47,1.3521%
Hydropower,2020/07/01,959.78,33.67,3.6355%
Hydropower,2020/06/30,926.11,39.77,4.4872%
Hydropower,2020/06/29,886.34,-13.34,-1.4829%
Hydropower,2020/05/13,899.68,-18.03,-1.9649%
Hydropower,2020/05/12,917.71,-15.35,-1.6455%
Hydropower,2020/03/22,933.06,-4.87,-0.5187%
Hydropower,2020/03/19,937.93,9.16,0.9858%
Hydropower,2020/03/18,928.77,-7.46,-0.7966%
Hydropower,2020/03/17,936.23,-12.88,-1.3572%
Hydropower,2020/03/16,949.11,1.12,0.1177%
Hydropower,2020/03/15,948.00,-32.87,-3.3507%
Hydropower,2020/03/12,980.86,-32.91,-3.2467%
Hydropower,2020/03/11,"1,013.78",48.32,5.005%
Hydropower,2020/03/10,965.46,-38.04,-3.7907%
Hydropower,2020/03/05,"1,003.49",-9.31,-0.9195%
Hydropower,2020/03/04,"1,012.81",-29.96,-2.8733%
Hydropower,2020/03/03,"1,042.77",4.94,0.4762%
Hydropower,2020/03/02,"1,037.83",-42.27,-3.9133%
Hydropower,2020/03/01,"1,080.09",-22.21,-2.0149%
Hydropower,2020/02/27,"1,102.30",-21.50,-1.9128%
Hydropower,2020/02/26,"1,123.80",5.18,0.4632%
Hydropower,2020/02/25,"1,118.62",46.51,4.3384%
Hydropower,2020/02/24,"1,072.11",-11.58,-1.0685%
Hydropower,2020/02/23,"1,083.69",33.75,3.2142%
Hydropower,2020/02/20,"1,049.94",13.92,1.3431%
Hydropower,2020/02/19,"1,036.02",4.81,0.4661%
Hydropower,2020/02/18,"1,031.22",-17.62,-1.68%
Hydropower,2020/02/17,"1,048.84",32.18,3.1649%
Hydropower,2020/02/16,"1,016.66",9.45,0.9383%
Hydropower,2020/02/13,"1,007.21",-3.47,-0.3435%
Hydropower,2020/02/12,"1,010.68",-6.99,-0.687%
Hydropower,2020/02/11,"1,017.67",9.89,0.9814%
Hydropower,2020/02/10,"1,007.78",-5.21,-0.5142%
Hydropower,2020/02/09,"1,012.99",-8.34,-0.8162%
Hydropower,2020/02/06,"1,021.33",-8.83,-0.8571%
Hydropower,2020/02/05,"1,030.16",-6.12,-0.591%
Hydropower,2020/02/04,"1,036.28",-16.48,-1.5657%
Hydropower,2020/02/03,"1,052.76",48.44,4.8235%
Hydropower,2020/02/02,"1,004.32",3.09,0.3082%
Hydropower,2020/01/30,"1,001.23",9.66,0.9746%
Hydropower,2020/01/29,991.57,-7.13,-0.7139%
Hydropower,2020/01/28,998.70,-8.21,-0.815%
Hydropower,2020/01/27,"1,006.91",19.51,1.9758%
Hydropower,2020/01/26,987.40,-18.96,-1.8836%
Hydropower,2020/01/23,"1,006.35",-15.52,-1.5183%
Hydropower,2020/01/22,"1,021.87",-15.93,-1.5349%
Hydropower,2020/01/21,"1,037.80",-0.76,-0.0735%
Hydropower,2020/01/20,"1,038.56",-42.22,-3.9062%
Hydropower,2020/01/19,"1,080.78",45.46,4.3906%
Hydropower,2020/01/16,"1,035.32",7.97,0.7761%
Hydropower,2020/01/15,"1,027.35",4.29,0.4192%
Hydropower,2020/01/14,"1,023.06",-11.35,-1.0976%
Hydropower,2020/01/13,"1,034.41",48.70,4.9402%
Hydropower,2020/01/12,985.72,31.07,3.2545%
Hydropower,2020/01/09,954.65,-1.05,-0.1096%
Hydropower,2020/01/08,955.70,-5.21,-0.5419%
Hydropower,2020/01/07,960.90,17.55,1.8601%
Hydropower,2020/01/06,943.36,0.14,0.0152%
Hydropower,2020/01/05,943.21,8.67,0.9281%
Hydropower,2020/01/02,934.54,2.24,0.2407%
Hydropower,2020/01/01,932.29,0.20,0.0217%
Hydropower,2019/12/31,932.09,6.45,0.6972%
Hydropower,2019/12/30,925.64,-5.16,-0.5543%
Hydropower,2019/12/29,930.80,-5.91,-0.6307%
Hydropower,2019/12/26,936.71,-6.47,-0.686%
Hydropower,2019/12/25,943.18,-2.73,-0.2887%
Hydropower,2019/12/24,945.91,-0.37,-0.0389%
Hydropower,2019/12/23,946.27,7.76,0.8269%
Hydropower,2019/12/22,938.51,-1.60,-0.1701%
Hydropower,2019/12/19,940.11,1.68,0.1785%
Hydropower,2019/12/18,938.44,-7.39,-0.7815%
Hydropower,2019/12/17,945.83,0.29,0.0311%
Hydropower,2019/12/16,945.54,-14.52,-1.5127%
Hydropower,2019/12/15,960.06,-16.17,-1.6561%
Hydropower,2019/12/12,976.23,28.97,3.0579%
Hydropower,2019/12/11,947.26,6.20,0.6584%
Hydropower,2019/12/10,941.06,-4.52,-0.4776%
Hydropower,2019/12/09,945.58,16.80,1.809%
Hydropower,2019/12/08,928.78,-4.64,-0.4968%
Hydropower,2019/12/05,933.42,8.73,0.9441%
Hydropower,2019/12/04,924.69,3.04,0.3294%
Hydropower,2019/12/03,921.65,6.05,0.6605%
Hydropower,2019/12/02,915.60,2.18,0.2382%
Hydropower,2019/12/01,913.43,1.99,0.2183%
Hydropower,2019/11/28,911.44,-5.76,-0.6281%
Hydropower,2019/11/27,917.20,7.52,0.8272%
Hydropower,2019/11/26,909.67,0.85,0.094%
Hydropower,2019/11/25,908.82,1.94,0.2139%
Hydropower,2019/11/24,906.88,-7.60,-0.8308%
Hydropower,2019/11/21,914.23,-2.44,-0.2666%
Hydropower,2019/11/20,916.68,-2.81,-0.3053%
Hydropower,2019/11/19,919.48,-1.62,-0.1757%
Hydropower,2019/11/18,921.10,-5.89,-0.6353%
Hydropower,2019/11/17,926.99,-17.36,-1.8386%
Hydropower,2019/11/14,944.36,0.56,0.0595%
Hydropower,2019/11/13,943.79,-4.64,-0.4895%
Hydropower,2019/11/12,948.44,-6.92,-0.7245%
Hydropower,2019/11/11,955.36,12.85,1.3633%
Hydropower,2019/11/10,942.51,-7.20,-0.7583%
Hydropower,2019/11/07,949.71,-7.23,-0.7554%
Hydropower,2019/11/06,956.94,-4.03,-0.4194%
Hydropower,2019/11/05,960.97,-3.20,-0.3315%
Hydropower,2019/11/04,964.17,17.43,1.8408%
Hydropower,2019/11/03,946.74,-2.49,-0.2628%
Hydropower,2019/10/31,949.23,-8.55,-0.8924%
Hydropower,2019/10/24,957.78,1.57,0.1647%
Hydropower,2019/10/23,956.21,16.30,1.7346%
Hydropower,2019/10/22,939.90,1.37,0.1464%
Hydropower,2019/10/21,938.65,-5.11,-0.5414%
Hydropower,2019/10/20,943.79,-2.05,-0.2166%
Hydropower,2019/10/17,945.84,3.79,0.4021%
Hydropower,2019/10/16,942.05,2.76,0.2934%
Hydropower,2019/10/15,939.29,2.55,0.2726%
Hydropower,2019/10/14,936.74,-9.07,-0.9586%
Hydropower,2019/10/10,945.81,1.12,0.1181%
Hydropower,2019/10/03,944.69,7.68,0.8192%
Hydropower,2019/10/02,937.02,-7.24,-0.7666%
Hydropower,2019/10/01,944.25,5.18,0.5513%
Hydropower,2019/09/30,939.08,20.18,2.1966%
Hydropower,2019/09/29,918.89,-2.43,-0.2635%
Hydropower,2019/09/26,921.32,0.63,0.0684%
Hydropower,2019/09/25,920.69,-1.45,-0.1571%
Hydropower,2019/09/24,922.14,-9.77,-1.0486%
Hydropower,2019/09/23,931.91,-0.68,-0.0727%
Hydropower,2019/09/22,932.59,-29.60,-3.0763%
Hydropower,2019/09/19,962.19,-13.22,-1.3557%
Hydropower,2019/09/18,975.41,11.49,1.1919%
Hydropower,2019/09/17,963.93,39.50,4.2733%
Hydropower,2019/09/16,924.42,-14.38,-1.5315%
Hydropower,2019/09/15,938.80,-16.74,-1.7518%
Hydropower,2019/09/12,955.54,-9.34,-0.9683%
Hydropower,2019/09/11,964.88,-2.59,-0.2678%
Hydropower,2019/09/10,967.47,-8.02,-0.822%
Hydropower,2019/09/09,975.49,-8.46,-0.8596%
Hydropower,2019/09/08,983.95,-12.92,-1.2959%
Hydropower,2019/09/05,996.87,-9.46,-0.9405%
Hydropower,2019/09/04,"1,006.33",4.30,0.4291%
Hydropower,2019/09/03,"1,002.03",21.93,2.2371%
Hydropower,2019/09/02,980.11,-14.74,-1.4814%
Hydropower,2019/09/01,994.84,-19.73,-1.9445%
Hydropower,2019/08/29,"1,014.57",-3.04,-0.2983%
Hydropower,2019/08/28,"1,017.61",-14.46,-1.4006%
Hydropower,2019/08/27,"1,032.06",8.05,0.7865%
Hydropower,2019/08/26,"1,024.01",-8.88,-0.8593%
Hydropower,2019/08/25,"1,032.89",-15.14,-1.445%
Hydropower,2019/08/22,"1,048.03",-2.86,-0.2723%
Hydropower,2019/08/21,"1,050.89",-2.35,-0.2234%
Hydropower,2019/08/20,"1,053.24",-13.28,-1.245%
Hydropower,2019/08/19,"1,066.52",1.19,0.1114%
Hydropower,2019/08/18,"1,065.34",-18.77,-1.7318%
Hydropower,2019/08/15,"1,084.11",-7.95,-0.7275%
Hydropower,2019/08/14,"1,092.06",-7.13,-0.6491%
Hydropower,2019/08/13,"1,099.19",-1.00,-0.0913%
Hydropower,2019/08/12,"1,100.19",-2.52,-0.2281%
Hydropower,2019/08/11,"1,102.71",-8.84,-0.7949%
Hydropower,2019/08/08,"1,111.55",-31.35,-2.743%
Hydropower,2019/08/07,"1,142.90",-20.95,-1.7999%
Hydropower,2019/08/06,"1,163.84",-6.83,-0.5834%
Hydropower,2019/08/05,"1,170.67",-1.82,-0.1552%
Hydropower,2019/08/04,"1,172.49",-10.28,-0.8693%
Hydropower,2019/08/01,"1,182.78",-0.83,-0.0705%
Hydropower,2019/07/31,"1,183.61",0.17,0.0145%
Hydropower,2019/07/30,"1,183.44",3.19,0.2706%
Hydropower,2019/07/29,"1,180.25",1.48,0.1258%
Hydropower,2019/07/28,"1,178.76",-11.85,-0.9951%
Hydropower,2019/07/25,"1,190.61",-21.54,-1.7774%
Hydropower,2019/07/24,"1,212.15",2.28,0.1881%
Hydropower,2019/07/23,"1,209.88",-2.80,-0.2312%
Hydropower,2019/07/22,"1,212.68",5.73,0.4747%
Hydropower,2019/07/21,"1,206.95",-9.67,-0.7948%
Hydropower,2019/07/18,"1,216.62",-7.58,-0.6194%
Hydropower,2019/07/17,"1,224.21",18.73,1.5536%
Hydropower,2019/07/16,"1,205.48",1.16,0.0961%
Hydropower,2019/07/15,"1,204.32",14.83,1.247%
Hydropower,2019/07/14,"1,189.49",0.94,0.0788%
Hydropower,2019/07/11,"1,188.55",1.27,0.1065%
Hydropower,2019/07/10,"1,187.29",-4.54,-0.3811%
Hydropower,2019/07/09,"1,191.83",4.24,0.357%
Hydropower,2019/07/08,"1,187.59",2.40,0.2029%
Hydropower,2019/07/07,"1,185.18",-3.16,-0.2663%
Hydropower,2019/07/04,"1,188.35",-12.51,-1.0419%
Hydropower,2019/07/03,"1,200.86",14.94,1.2594%
Hydropower,2019/07/02,"1,185.92",6.68,0.5662%
Hydropower,2019/07/01,"1,179.25",1.11,0.0945%
Hydropower,2019/06/30,"1,178.13",-13.13,-1.1018%
Hydropower,2019/06/27,"1,191.26",-2.07,-0.1731%
Hydropower,2019/06/26,"1,193.33",-5.71,-0.4762%
Hydropower,2019/06/25,"1,199.03",1.02,0.085%
Hydropower,2019/06/24,"1,198.02",8.56,0.7193%
Hydropower,2019/06/23,"1,189.46",-13.33,-1.1083%
Hydropower,2019/06/20,"1,202.79",7.04,0.5887%
Hydropower,2019/06/19,"1,195.75",-1.73,-0.1443%
Hydropower,2019/06/18,"1,197.48",-1.40,-0.1164%
Hydropower,2019/06/17,"1,198.87",8.89,0.7469%
Hydropower,2019/06/16,"1,189.99",-10.81,-0.9001%
Hydropower,2019/06/13,"1,200.79",-5.93,-0.4911%
Hydropower,2019/06/12,"1,206.72",-3.56,-0.2938%
Hydropower,2019/06/11,"1,210.28",4.66,0.3868%
Hydropower,2019/06/10,"1,205.61",-16.30,-1.33%
Hydropower,2019/06/06,"1,221.91",-3.97,-0.3236%
Hydropower,2019/06/04,"1,225.88",-7.79,-0.6312%
Hydropower,2019/06/03,"1,233.66",-19.04,-1.5197%
Hydropower,2019/06/02,"1,252.70",-22.28,-1.7471%
Hydropower,2019/05/30,"1,274.97",-5.29,-0.4131%
Hydropower,2019/05/29,"1,280.26",27.59,2.2028%
Hydropower,2019/05/28,"1,252.67",1.61,0.1291%
Hydropower,2019/05/27,"1,251.06",2.88,0.2311%
Hydropower,2019/05/26,"1,248.17",-30.71,-2.4013%
Hydropower,2019/05/23,"1,278.88",-64.78,-4.8213%
Hydropower,2019/05/22,"1,343.66",68.63,5.3824%
Hydropower,2019/05/21,"1,275.03",64.60,5.337%
Hydropower,2019/05/20,"1,210.43",16.59,1.39%
Hydropower,2019/05/19,"1,193.84",3.03,0.2547%
Hydropower,2019/05/16,"1,190.81",-1.13,-0.0948%
Hydropower,2019/05/15,"1,191.94",-7.26,-0.605%
Hydropower,2019/05/14,"1,199.19",2.59,0.2163%
Hydropower,2019/05/13,"1,196.60",35.46,3.0539%
Hydropower,2019/05/12,"1,161.14",-1.21,-0.1038%
Hydropower,2019/05/09,"1,162.35",-3.54,-0.3034%
Hydropower,2019/05/08,"1,165.89",-17.20,-1.4537%
Hydropower,2019/05/07,"1,183.08",1.37,0.1155%
Hydropower,2019/05/06,"1,181.72",3.36,0.2851%
Hydropower,2019/05/05,"1,178.36",-53.88,-4.3727%
Hydropower,2019/05/02,"1,232.24",-4.50,-0.3642%
Hydropower,2019/04/30,"1,236.75",45.49,3.8185%
Hydropower,2019/04/29,"1,191.26",-1.50,-0.1258%
Hydropower,2019/04/28,"1,192.76",62.58,5.5372%
Hydropower,2019/04/25,"1,130.18",5.24,0.466%
Hydropower,2019/04/24,"1,124.94",-10.68,-0.9401%
Hydropower,2019/04/23,"1,135.61",-4.11,-0.3602%
Hydropower,2019/04/22,"1,139.72",-1.88,-0.1645%
Hydropower,2019/04/21,"1,141.60",8.87,0.7828%
Hydropower,2019/04/18,"1,132.73",-6.14,-0.5392%
Hydropower,2019/04/17,"1,138.87",-0.44,-0.0384%
Hydropower,2019/04/16,"1,139.31",5.89,0.5194%
Hydropower,2019/04/15,"1,133.42",-5.32,-0.4675%
Hydropower,2019/04/11,"1,138.74",0.38,0.0331%
Hydropower,2019/04/10,"1,138.37",-5.43,-0.4746%
Hydropower,2019/04/09,"1,143.80",-6.89,-0.5992%
Hydropower,2019/04/08,"1,150.69",0.69,0.0597%
Hydropower,2019/04/07,"1,150.00",-2.75,-0.2381%
Hydropower,2019/04/04,"1,152.75",-0.83,-0.0717%
Hydropower,2019/04/03,"1,153.57",-3.96,-0.3424%
Hydropower,2019/04/02,"1,155.63",-3.48,-0.3004%
Hydropower,2019/04/01,"1,159.11",2.87,0.248%
Hydropower,2019/03/31,"1,156.28",-2.58,-0.2223%
Hydropower,2019/03/28,"1,158.85",-0.06,-0.0055%
Hydropower,2019/03/27,"1,156.35",-2.65,-0.2289%
Hydropower,2019/03/26,"1,159.08",3.22,0.2783%
Hydropower,2019/03/25,"1,155.86",-1.76,-0.1519%
Hydropower,2019/03/24,"1,157.62",1.00,0.0861%
Hydropower,2019/03/21,"1,156.62",-5.18,-0.4456%
Hydropower,2019/03/19,"1,162.45",-7.85,-0.671%
Hydropower,2019/03/18,"1,170.31",-14.39,-1.215%
Hydropower,2019/03/17,"1,184.70",9.10,0.7744%
Hydropower,2019/03/14,"1,175.33",4.67,0.3993%
Hydropower,2019/03/13,"1,170.65",-21.09,-1.7698%
Hydropower,2019/03/12,"1,191.74",32.12,2.7698%
Hydropower,2019/03/11,"1,159.62",27.97,2.4712%
Hydropower,2019/03/10,"1,132.85",-0.26,-0.023%
Hydropower,2019/03/07,"1,133.11",17.04,1.5265%
Hydropower,2019/03/06,"1,116.07",5.90,0.531%
Hydropower,2019/03/05,"1,110.17",4.98,0.451%
Hydropower,2019/03/03,"1,105.19",-4.11,-0.3707%
Hydropower,2019/02/27,"1,109.30",2.13,0.1925%
Hydropower,2019/02/26,"1,107.17",-6.47,-0.5814%
Hydropower,2019/02/25,"1,113.65",5.13,0.4631%
Hydropower,2019/02/24,"1,108.51",-9.32,-0.8335%
Hydropower,2019/02/21,"1,117.83",-1.07,-0.0956%
Hydropower,2019/02/20,"1,118.90",-20.00,-1.7559%
Hydropower,2019/02/19,"1,138.90",27.05,2.4329%
Hydropower,2019/02/18,"1,111.85",-12.53,-1.1144%
Hydropower,2019/02/17,"1,124.38",-8.34,-0.7359%
Hydropower,2019/02/14,"1,132.71",-8.78,-0.769%
Hydropower,2019/02/13,"1,141.49",-10.61,-0.9212%
Hydropower,2019/02/12,"1,152.10",5.71,0.4983%
Hydropower,2019/02/11,"1,146.39",2.44,0.2137%
Hydropower,2019/02/10,"1,143.95",-26.18,-2.2374%
Hydropower,2019/02/07,"1,170.13",-2.50,-0.2134%
Hydropower,2019/02/06,"1,172.63",-15.50,-1.3043%
Hydropower,2019/02/05,"1,188.13",6.80,0.5756%
Hydropower,2019/02/04,"1,181.33",-19.52,-1.6254%
Hydropower,2019/02/03,"1,200.81",-18.00,-1.4767%
Hydropower,2019/01/31,"1,218.80",-0.69,-0.0563%
Hydropower,2019/01/30,"1,219.49",-6.05,-0.4933%
Hydropower,2019/01/29,"1,225.54",-13.85,-1.1175%
Hydropower,2019/01/28,"1,239.39",-0.02,-0.002%
Hydropower,2019/01/27,"1,239.41",-16.41,-1.3064%
Hydropower,2019/01/24,"1,255.82",-9.03,-0.7136%
Hydropower,2019/01/23,"1,264.84",31.48,2.5526%
Hydropower,2019/01/22,"1,233.36",-5.14,-0.4153%
Hydropower,2019/01/21,"1,238.50",-42.17,-3.2925%
Hydropower,2019/01/20,"1,293.08",-36.59,-2.7516%
Hydropower,2019/01/17,"1,329.67",40.81,3.1664%
Hydropower,2019/01/16,"1,288.86",22.83,1.8035%
Hydropower,2019/01/15,"1,266.03",52.77,4.3497%
Hydropower,2019/01/14,"1,368.39",177.07,14.8634%
Hydropower,2019/01/13,"1,191.32",-5.25,-0.4392%
Hydropower,2019/01/10,"1,196.57",-2.35,-0.1963%
Hydropower,2019/01/09,"1,198.92",0.68,0.0568%
Hydropower,2019/01/08,"1,198.24",-2.10,-0.1751%
Hydropower,2019/01/07,"1,200.34",5.37,0.4494%
Hydropower,2019/01/06,"1,194.97",-14.55,-1.2028%
Hydropower,2019/01/03,"1,209.52",-6.37,-0.5236%
Index Name,Date (AD),Index Value,Absolute Change,Percentage Change
Finance,2021/06/09,"2,367.47",47.38,2.042%
Finance,2021/06/08,"2,320.10",185.93,8.712%
Finance,2021/06/07,"2,134.17",162.94,8.266%
Finance,2021/06/06,"1,970.24",27.72,1.4268%
Finance,2021/06/03,"1,942.52",62.85,3.3435%
Finance,2021/06/02,"1,879.67",137.83,7.9128%
Finance,2021/06/01,"1,727.44",1.88,0.109%
Finance,2021/05/31,"1,721.94",-12.81,-0.7382%
Finance,2021/05/30,"1,734.74",83.91,5.0828%
Finance,2021/05/27,"1,650.83",36.81,2.2805%
Finance,2021/05/25,"1,613.79",-1.74,-0.1078%
Finance,2021/05/24,"1,615.53",-36.42,-2.2048%
Finance,2021/05/23,"1,651.95",104.55,6.7561%
Finance,2021/05/20,"1,547.41",89.26,6.1215%
Finance,2021/05/19,"1,457.25",1.85,0.1269%
Finance,2021/05/18,"1,456.03",80.55,5.856%
Finance,2021/05/17,"1,375.48",12.47,0.9149%
Finance,2021/05/16,"1,363.02",16.06,1.1923%
Finance,2021/05/13,"1,346.96",60.24,4.6817%
Finance,2021/05/12,"1,286.55",15.00,1.1793%
Finance,2021/05/11,"1,271.56",17.49,1.3945%
Finance,2021/05/10,"1,254.07",10.23,0.8221%
Finance,2021/05/09,"1,243.84",-12.21,-0.9718%
Finance,2021/05/06,"1,256.05",3.85,0.3077%
Finance,2021/05/05,"1,252.48",10.08,0.8114%
Finance,2021/05/03,"1,246.08",-9.09,-0.7238%
Finance,2021/05/02,"1,255.17",16.07,1.297%
Finance,2021/04/29,"1,239.09",5.23,0.4235%
Finance,2021/04/28,"1,233.87",-15.53,-1.2431%
Finance,2021/04/27,"1,249.40",35.37,2.9134%
Finance,2021/04/26,"1,214.03",-27.77,-2.2359%
Finance,2021/04/25,"1,242.11",-43.77,-3.4038%
Finance,2021/04/22,"1,285.88",1.41,0.1099%
Finance,2021/04/21,"1,284.47",-20.76,-1.5902%
Finance,2021/04/20,"1,305.22",4.88,0.3752%
Finance,2021/04/19,"1,300.34",6.17,0.477%
Finance,2021/04/18,"1,294.17",-16.06,-1.2258%
Finance,2021/04/15,"1,310.23",28.39,2.215%
Finance,2021/04/13,"1,281.84",3.64,0.2844%
